satellite_name,official_name,un_registry,country_operator,owner,users,purpose,primary_purpose,detailed_purpose,orbit_class,orbit_type,geo_longitude,perigee_km,apogee_km,eccentricity,inclination_degrees,period_minutes,launch_mass_kg,dry_mass_kg,power_watts,launch_date,lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,cospar_id,norad_id,is_commercial,is_government,is_military,is_civil
"Advanced Orion 4 (Mentor, NROL 6, USA 139)",USA 139,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Earth Observation,Electronic Intelligence,GEO,,-26.0,35560.0,36013.0,0.00537,7.72,1436.14,5200.0,2529.8921417565484,2300.0,1998-05-09,,TRW Space and Electronics,USA,Cape Canaveral,Titan IVA,1998-029A,25336,0,0,1,0
"Advanced Orion 5 (Mentor, NROL 19, USA 171)",USA 171,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Earth Observation,Electronic Intelligence,GEO,,68.0,35589.0,35984.0,0.00468,3.2,1436.1,5200.0,2529.8921417565484,2300.0,2003-09-09,,TRW Space and Electronics,USA,Cape Canaveral,Titan IV,2003-041A,27937,0,0,1,0
"Advanced Orion 6 (Mentor, NRO L-26, USA 202)",USA 202,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Earth Observation,Electronic Intelligence,GEO,,44.0,35714.0,35937.0,0.00264,2.89,1438.8,5400.0,2627.195685670262,2300.0,2009-01-18,,National Reconnaissance Laboratory (?),USA,Cape Canaveral,Delta 4 Heavy,2009-001A,33490,0,0,1,0
"Advanced Orion 7 (Mentor, NRO L-32, USA 223)",USA 223,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Earth Observation,Electronic Intelligence,GEO,,95.0,35500.0,35500.0,0.0,0.0,1436.0,5000.0,2432.588597842835,2300.0,2010-11-21,,National Reconnaissance Laboratory (?),USA,Cape Canaveral,Delta 4 Heavy,2010-063A,37232,0,0,1,0
"Advanced Orion 8 (Mentor, NRO L-15, USA 237)",USA 237,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Earth Observation,Electronic Intelligence,GEO,,60.0,35771.0,35805.0,0.000403,0.0,1436.1,5000.0,2432.588597842835,2300.0,2012-06-29,,National Reconnaissance Laboratory (?),USA,Cape Canaveral,Delta 4 Heavy,2012-034A,38528,0,0,1,0
"Advanced Orion 9 (Mentor, NRO L-37, USA 268)",USA 268,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Earth Observation,Electronic Intelligence,GEO,,102.6,35613.0,35903.0,0.00344,7.51,1437.19,5000.0,2432.588597842835,2300.0,2016-06-11,,National Reconnaissance Laboratory (?),USA,Cape Canaveral,Delta 4 Heavy,2016-036A,41584,0,0,1,0
"AEHF-3 (Advanced Extremely High Frequency satellite-3, USA 246)",USA 246,NR,USA,US Air Force,Military,Communications,Communications,,GEO,,152.1,35700.0,35803.0,0.00122,4.2,1436.1,6169.0,3001.32781201849,10000.0,2013-09-18,14.0,Lockheed Martin Space Systems,USA,Cape Canaveral,Atlas 5,2013-050A,39256,0,0,1,0
"AEHF-4 (Advanced Extremely High Frequency satellite-4, USA 288)",USA 288,USA,USA,US Air Force,Military,Communications,Communications,,GEO,,150.2,35781.0,35790.0,0.000107,0.05,1436.1,6169.0,3001.32781201849,10000.0,2018-10-17,,Lockheed Martin Space Systems,USA,Cape Canaveral,Atlas 5,2018-079A,43651,0,0,1,0
"AEHF-5 (Advanced Extremely High Frequency satellite-5, USA 29USA 2)",USA 292,USA,USA,US Air Force,Military,Communications,Communications,,GEO,,-94.39,35780.0,35810.0,0.000356,6.4,1436.2,6169.0,3001.32781201849,10000.0,2019-08-08,,Lockheed Martin Space Systems,USA,Cape Canaveral,Atlas 5,2019-051A,44481,0,0,1,0
"AEHF-6 (Advanced Extremely High Frequency satellite-6, USA 298)",USA 298,USA,USA,US Air Force,Military,Communications,Communications,,GEO,,0.0,35780.0,35780.0,0.0,0.0,1436.0,6169.0,3001.32781201849,10000.0,2020-03-26,,Lockheed Martin Space Systems,USA,Cape Canaveral,Atlas 5,2020-022B,45465,0,0,1,0
"AEHF-USA 2 (Advanced Extremely High Frequency satellite-USA 2, USA 235)",USA 235,USA,USA,US Air Force,Military,Communications,Communications,,GEO,,-120.0,35772.0,35801.0,0.000344,2.34,1436.1,6169.0,3001.32781201849,10000.0,2012-05-03,14.0,Lockheed Martin Space Systems,USA,Cape Canaveral,Atlas 5,2012-019A,38254,0,0,1,0
Aeneas,Aeneas,USA,USA,Department of Homeland Security,Government,Technology Development,Technology Development,,LEO,Equatorial,0.0,480.0,790.0,0.0221,0.02,97.4,3.0,2.8378378378378377,50.0,2012-09-13,,University of Southern California,USA,Vandenberg AFB,Atlas 5,2012-048C,38760,0,1,0,0
Aeolus,Aeolus,ESA,ESA,European Space Agency (ESA),Government,Earth Observation,Earth Observation,Earth Science,LEO,,0.0,314.0,317.0,0.000224,96.7,92.4,1367.0,1293.1081081081081,815.0,2018-08-22,3.0,Airbus Defense and Space,France/UK/Germany/Spain,Guiana Space Center,Vega,2018-066A,43600,0,1,0,0
Aerocube 11A (TOMSat Eagle Scout),Aerocube 11A,USA,USA,Aerospace Corporation,Commercial,Technology Development,Technology Development,,LEO,Polar,0.0,495.0,511.0,0.00116,85.03,94.6,4.0,3.7837837837837838,50.0,2018-12-17,,Aerospace Corporation,USA,Rocket Lab Launch Complex 1,Electron,2018-104N,43861,1,0,0,0
Aerocube 11B (TOMSat R3),Aerocube 11B,USA,USA,Aerospace Corporation,Commercial,Technology Development,Technology Development,,LEO,Polar,0.0,492.0,511.0,0.00138,85.3,94.6,4.0,3.7837837837837838,50.0,2018-12-17,,Aerospace Corporation,USA,Rocket Lab Launch Complex 1,Electron,2018-104A,43849,1,0,0,0
Aerocube 12A,Aerocube 12A,USA,USA,Aerospace Corporation,Commercial,Technology Development,Technology Development,,LEO,Non-Polar Inclined,0.0,481.0,487.0,0.000438,51.6,94.2,4.0,3.7837837837837838,50.0,2018-07-16,,Aerospace Corporation,USA,Cygnus,Nanorack Deployer,2018-046C,43556,1,0,0,0
Aerocube 12B,Aerocube 12B,USA,USA,Aerospace Corporation,Commercial,Technology Development,Technology Development,,LEO,Non-Polar Inclined,0.0,481.0,487.0,0.000438,51.6,94.2,4.0,3.7837837837837838,50.0,2018-07-16,,Aerospace Corporation,USA,Cygnus,Nanorack Deployer,2018-046D,43557,1,0,0,0
Aerocube 14A,Aerocube 14A,USA,USA,Aerospace Corporation,Military,Technology Development,Technology Development,,LEO,Non-Polar Inclined,0.0,459.0,474.0,0.0011,51.6,93.9,8.0,7.5675675675675675,50.0,2020-01-31,,Aerospace Corporation,USA,Cygnus,Nanorack Deployer,2019-071D,45114,0,0,1,0
Aerocube 14B,Aerocube 14B,USA,USA,Aerospace Corporation,Military,Technology Development,Technology Development,,LEO,Non-Polar Inclined,0.0,459.0,474.0,0.0011,51.6,93.9,8.0,7.5675675675675675,50.0,2020-01-31,,Aerospace Corporation,USA,Cygnus,Nanorack Deployer,2019-071F,45116,0,0,1,0
Aerocube 15A,Aerocube 15A,USA,USA,Aerospace Corporation,Military,Technology Development,Technology Development,,LEO,Non-Polar Inclined,0.0,458.0,474.0,0.00117,51.6,93.9,8.0,7.5675675675675675,50.0,2020-01-31,,Aerospace Corporation,USA,Cygnus,Nanorack Deployer,2019-071G,45117,0,0,1,0
Aerocube 5C,Aerocube 5C,USA,USA,Aerospace Corporation,Commercial,Technology Development,Technology Development,,LEO,Non-Polar Inclined,0.0,500.0,802.0,0.0215,64.78,97.74,2.0,1.8918918918918919,50.0,2015-10-08,,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2015-058B,40965,1,0,0,0
Aerocube 6A,Aerocube 6A,USA,USA,Aerospace Corporation,Commercial,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,614.0,700.0,0.00612,97.98,97.88,5.0,4.72972972972973,50.0,2014-06-19,3.0,Aerospace Corporation,USA,Dombarovsky Air Base,Dnepr,2014-033AM,40045,1,0,0,0
Aerocube 6B,Aerocube 6B,USA,USA,Aerospace Corporation,Commercial,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,614.0,700.0,0.00612,97.98,97.88,5.0,4.72972972972973,50.0,2014-06-19,3.0,Aerospace Corporation,USA,Dombarovsky Air Base,Dnepr,2014-033AN,40046,1,0,0,0
Aerocube 7A,Aerocube 7A,USA,USA,Aerospace Corporation,Commercial,Technology Development,Technology Development,,LEO,Non-Polar Inclined,0.0,500.0,802.0,0.0215,64.6,97.4,2.0,1.8918918918918919,50.0,2015-10-08,,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2015-058C,40966,1,0,0,0
Aerocube 8C,Aerocube 8C,USA,USA,Aerospace Corporation,Commercial,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,569.0,584.0,0.00108,97.9,96.2,5.0,4.72972972972973,50.0,2016-11-11,,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2016-067F,41853,1,0,0,0
Aerocube 8D,Aerocube 8D,USA,USA,Aerospace Corporation,Commercial,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,572.0,584.0,0.000864,98.0,96.23,2.0,1.8918918918918919,50.0,2016-11-11,,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2016-067E,41852,1,0,0,0
"Afghansat-1 (Eutelsat 48D [Eutelsat 48B, Eutelsat W2M])",Eutelsat 48D,France,Multinational,EUTELSAT S.A.,Commercial,Communications,Communications,,GEO,,48.0,35764.0,35808.0,0.000522,0.12,1436.08,3460.0,1555.0,7000.0,2008-12-20,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5,2008-065B,33460,1,0,0,0
AII-Bravo,AII-Bravo,Lithuania,Lithuania,Aurora Insight,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,609.0,613.0,0.000286,97.8,95.8,9.0,8.513513513513514,120.0,2021-04-29,,NanoAvionics,USA,Guiana Space Center,Vega W18,2021-034C,48270,1,0,0,0
AII-Charlie,AII-Charlie,NR,Lithuania,Aurora Insight,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,522.0,535.0,0.000942,97.5,95.2,9.0,8.513513513513514,120.0,2021-01-24,,NanoAvionics,USA,Cape Canaveral,Falcon 9,2021-006AD,47440,1,0,0,0
AIM (Aeronomy of Ice in Mesosphere),AIM,USA,USA,"Center for Atmospheric Sciences, Hampton University/NASA",Government,Earth Observation,Earth Observation,Earth Science,LEO,Sun-Synchronous,0.0,544.0,552.0,0.000578,97.9,96.2,215.0,197.0,216.0,2007-04-25,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Pegasus XL,2007-015A,31304,0,1,0,0
AISSat-1 (Automatic Identification System Satellite-1),AISSat-1,Norway,Norway,Norwegian Coastal Admnistration,Government,Communications,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,615.0,632.0,0.00122,98.0,97.2,6.0,5.675675675675675,120.0,2010-07-12,3.0,Kongsberg Seatex AS/University of Toronto Institute for Aerospace Studies,Canada,Satish Dhawan Space Centre,PSLV,2010-035C,36797,0,1,0,0
AISSat-2 (Automatic Identification System Satellite-2),AISSat-2,Norway,Norway,Norwegian Coastal Admnistration,Government,Communications,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,625.0,631.0,0.000429,98.4,97.27,6.0,5.675675675675675,120.0,2014-07-08,3.0,Kongsberg Seatex AS/University of Toronto Institute for Aerospace Studies,Norway/Canada,Baikonur Cosmodrome,Soyuz-2.1b,2014-037G,40075,0,1,0,0
AISTechSat-2,AISTechSat-2,Spain,Spain,AISTech,Commercial,Earth Observation,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,574.0,592.0,0.00129,97.8,96.4,3.0,2.8378378378378377,815.0,2018-12-03,,GomSpace ApS,Denmark,Vandenberg AFB,Falcon 9,2018-099L,43768,1,0,0,0
AISTechSat-3,AISTechSat-3,Spain,Spain,AISTech,Commercial,Earth Observation,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,490.0,506.0,0.00116,97.5,94.6,2.0,1.8918918918918919,815.0,2019-04-01,,GomSpace ApS,Denmark,Satish Dhawan Space Centre,PSLV,2019-018AB,44103,1,0,0,0
Al Yah-3,Al Yah-3,Brazil,United Arab Emirates,Al Yah Satellite Communications Co. (YAHSAT),Commercial,Communications,Communications,,GEO,,-20.0,35777.0,35796.0,0.000225,0.0,1436.0,3795.0,1846.334745762712,10000.0,2018-01-25,15.0,Orbital ATK,USA,Guiana Space Center,Ariane 5,2018-012A,43174,1,0,0,0
Al-Farabi-2,Al-Farabi-2,NR,Kazakhstan,Al-Farabi Kazakh National University,Civil,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,573.0,589.0,0.00115,97.7,96.2,4.0,3.7837837837837838,50.0,2018-12-03,,Al-Farabi Kazakh National University,Kazakhstan,Vandenberg AFB,Falcon 9,2018-099AZ,43805,0,0,0,1
Alcomsat (Algerian Communications Satellite),Alcomsat,Algeria,Algeria,Algerian Space Agency (ASAL),Government,Communications,Communications,,GEO,,-24.8,35744.0,35798.0,0.000641,0.04,1436.1,5225.0,2542.055084745763,10000.0,2017-12-10,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2017-078A,43039,0,1,0,0
ALE-2 (Astro Live Experiences-2),ALE-2,NR,Japan,Astro Live Experiences,Commercial,Earth Science,Earth Observation,,LEO,Sun-Synchronous,0.0,397.0,414.0,0.00125,97.01,92.06,75.0,70.94594594594595,550.0,2019-12-06,,Astro Live Experiences,Japan,Rocket Lab Launch Complex 1,Electron,2019-084A,44824,1,0,0,0
Alfa Crux,Alfa Crux,Brazil,Brazil,University of Brasilia,Civil,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,499.0,511.0,511.0,97.4,95.0,1.0,0.9459459459459459,50.0,2022-04-01,,University of Brasilia,Brazil,Cape Canaveral,Falcon 9,2022-033D,52160,0,0,0,1
ALiCE  (AFIT LEO iMESA CNT E),ALiCE,NR,USA,US Air Force Institute of Technology,Military,Technology Development,Technology Development,,LEO,Polar,0.0,443.0,886.0,0.0315,120.3,98.0,5.0,4.72972972972973,50.0,2013-12-06,,US Air Force Institute of Technology,USA,Vandenberg AFB,Atlas 5,2013-072F,39467,0,0,1,0
Alsat-1B,Alsat-1B,Algeria,Algeria,Algerian Space Agency (ASAL),Government,Earth Observation,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,661.0,704.0,0.00305,98.2,98.4,103.0,97.43243243243244,815.0,2016-09-26,5.0,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV,2016-059C,41785,0,1,0,0
Alsat-1N,AlSat-1N,Algeria,Algeria,Algerian Space Agency (ASAL)/UK Space Agency,Government,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,661.0,698.0,0.00262,98.2,98.3,10.0,9.45945945945946,50.0,2016-09-26,,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV,2016-059G,41789,0,1,0,0
Alsat-2A (Algeria Satellite 2A),Alsat-2A,Algeria,Algeria,Algerian Space Agency (ASAL),Government,Earth Observation,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,672.0,674.0,0.000142,98.1,98.2,130.0,122.97297297297297,815.0,2010-07-12,5.0,EADS Astrium,France/UK/Germany/Spain,Satish Dhawan Space Centre,PSLV,2010-035D,36798,0,1,0,0
Alsat-2B,Alsat-2B,Algeria,Algeria,Algerian Space Agency (ASAL),Government,Earth Observation,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,646.0,660.0,0.000997,98.2,97.7,117.0,110.67567567567568,815.0,2016-09-26,5.0,Airbus Defense and Space,France/UK/Germany/Spain,Satish Dhawan Space Centre,PSLV,2016-059D,41786,0,1,0,0
Amazonas-2,Amazonas-2,Brazil,Spain,Hispamar (subsidiary of Hispasat - Spain),Commercial,Communications,Communications,Optical Imaging,GEO,,-61.0,35767.0,35805.0,0.000451,0.03,1436.08,5465.0,2658.819337442219,15300.0,2009-10-01,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5,2009-054A,35942,1,0,0,0
Amazonas-3,Amazonas-3,Brazil,Spain,Hispamar (subsidiary of Hispasat - Spain),Commercial,Communications,Communications,,GEO,,-61.0,35781.0,35791.0,0.000119,0.03,1436.05,6265.0,2778.0,14000.0,2013-02-07,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2013-006A,39078,1,0,0,0
Amazonas-4A,Amazonas-4A,NR,Spain,Hispamar (subsidiary of Hispasat - Spain),Commercial,Communications,Communications,,GEO,,-61.0,35784.0,35795.0,0.00013,0.08,1436.24,2938.0,1429.3890600924499,10000.0,2014-03-22,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2014-011A,39616,1,0,0,0
Amazonas-5,Amazonas-5,NR,Spain,Hispamar (subsidiary of Hispasat - Spain),Commercial,Communications,Communications,,GEO,,-61.0,35785.0,35789.0,4.74e-05,0.04,1436.11,5900.0,2870.4545454545455,10000.0,2017-09-12,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton,2017-053A,42934,1,0,0,0
Amazonas-Nexus,Amazonas-Nexus,Brazil,Spain,Hispamar (subsidiary of Hispasat - Spain),Commercial,Communications,Communications,,GEO,,-60.97,35777.0,35797.0,0.000237,0.02,1436.15,4000.0,4000.0,10000.0,2023-02-07,,Thales Alenia Space,France/Italy,Cape Canaveral,Falcon 9,2023-017A,55508,1,0,0,0
Amazonia-1 (SSR-1),Amazonia-1,Brazil,Brazil,National Institute for Space Research (INPE),Government,Earth Observation,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,761.0,764.0,0.00021,98.5,99.9,637.0,602.5675675675676,815.0,2021-02-28,4.0,National Institute for Space Research (INPE),Brazil,Satish Dhawan Space Centre,PSLV,2021-015A,47699,0,1,0,0
"AMC-11 (Americom-11, GE 11)",AMC-11,USA,USA,SES S.A.,Commercial,Communications,Communications,,GEO,,-130.93,35774.0,35797.0,0.000273,0.04,1436.07,2340.0,2316.0,10000.0,2004-05-19,15.0,Lockheed Martin,USA,Cape Canaveral,Atlas 2AS,2004-017A,28252,1,0,0,0
AMC-15 (Americom-15),AMC-15,USA,USA,SES S.A.,Commercial,Communications,Communications,,GEO,,-105.04,35777.0,35795.0,0.000213,0.04,1436.08,4200.0,2043.3744221879815,10000.0,2004-10-14,15.0,Lockheed Martin,USA,Baikonur Cosmodrome,Proton M,2004-041A,28446,1,0,0,0
AMC-18 (Americom 18),AMC-18,USA,USA,SES S.A.,Commercial,Communications,Communications,,GEO,,-104.97,35773.0,35800.0,0.00032,0.06,1436.1,2081.0,918.0,10000.0,2006-12-08,15.0,Lockheed Martin Missiles & Space,USA,Guiana Space Center,Ariane 5,2006-054B,29644,1,0,0,0
AMC-21 (Americom 21),AMC-21,United Kingdom,USA,SES S.A.,Commercial,Communications,Communications,,GEO,,-124.86,35778.0,35793.0,0.000178,3.0,1436.1,2500.0,1216.2942989214175,5000.0,2008-08-14,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2008-038B,33275,1,0,0,0
"AMC-6 (Americom-6, GE-6)",AMC-6,USA,USA,SES S.A.,Commercial,Communications,Communications,,GEO,,-71.98,35778.0,35795.0,0.000202,0.05,1436.12,3901.0,2500.0,10000.0,2000-10-22,15.0,Lockheed Martin Commercial Space Systems,USA,Baikonur Cosmodrome,Proton K,2000-067A,26580,1,0,0,0
AmGU-1 (AmurSat-1),AmGU-1,Russia,Russia,Moscow State University,Civil,Space Science,Space Science,,LEO,Sun-Synchronous,0.0,514.0,547.0,0.00239,97.5,95.2,4.0,3.7837837837837838,377.0,2019-07-05,,Moscow State University,Russia,Vostochny Cosmodrome,Soyuz-2.1b,2019-038J,44394,0,0,0,1
Amos 17,Amos 17,NR,Israel,Space-Communication Ltd.,Military/Commercial,Communications,Communications,,GEO,,17.0,35777.0,35793.0,0.00019,0.0,1436.04,6500.0,3162.3651771956856,10000.0,2019-08-06,20.0,Boeing Satellite Systems,USA,Cape Canaveral,Falcon 9,2019-050A,44479,1,0,1,0
Amos 3,Amos 3,NR,Israel,Space-Communication Ltd.,Military/Commercial,Communications,Communications,,GEO,,-3.99,35783.0,35789.0,7.12e-05,0.04,1436.1,4463.0,2171.328582434515,10000.0,2008-04-28,12.0,Israel Aircraft Industries (IAI),Israel,Baikonur Cosmodrome,Zenit 3SLB,2008-022A,32794,1,0,1,0
Amos 4,Amos 4,NR,Israel,Space-Communication Ltd.,Military/Commercial,Communications,Communications,,GEO,,65.0,35633.0,35796.0,0.00194,0.01,1432.0,4463.0,2171.328582434515,10000.0,2013-08-31,12.0,Israel Aircraft Industries (IAI),Israel,Baikonur Cosmodrome,Zenit 2SB,2013-045A,39237,1,0,1,0
Amsat-Oscar 7 (AO-7),Amsat-Oscar 7,USA,USA,AMSAT-NA,Civil,Communications,Communications,,LEO,Polar,0.0,1440.0,1459.0,0.00121,101.4,114.9,29.0,27.43243243243243,120.0,1974-11-15,,Amsat-NA,USA,Vandenberg AFB,Delta 2310,1974-089B,7530,0,0,0,1
"ANASIS-II (Army, Navy Air Force Satellite Information System 2, KMilSatCom 1)",ANASIS-II,South Korea,South Korea,Agency for Defense Development,Military,Communications,Communications,,GEO,,115.9,35781.0,35792.0,0.00013,0.01,1436.1,4463.0,2171.328582434515,10000.0,2020-07-20,15.0,Airbus Defense and Space,France/UK/Germany/Spain,Cape Canaveral,Falcon 9,2020-048A,45920,0,0,1,0
ANDESITE Mule (Ad-Hoc Network Demonstration for Extended Satellite-Based Inquiry and Other Team Endeavors),ANDESITE Mule,USA,USA,ANDESITE - Boston University,Civil,Space Science/Technology Demonstration,Space Science,,LEO,Sun-Synchronous,0.0,582.0,600.0,0.00129,97.7,96.5,9.0,8.513513513513514,120.0,2020-06-13,,Boston University,USA,Rocket Lab Launch Complex 1,Electron,2020-037D,45726,0,0,0,1
